brand,name,model_number,category,sub_category,price_inr,price_usd,warranty,description,full_specifications,unit_of_measure,min_order_quantity,lead_time_days,gst_rate,image_url,needs_review,source_file,data_quality_score
Extron,Extron 100-455-01 - Captive Screw Connectors: 3.5 mm 2 pole,100-455-01,Cables & Connectivity,"Connectors, Adapters & Dongles",2400.0,28.74,Not Specified,"Captive Screw Connectors: 3.5 mm 2 pole, blue with tail, Qty 10","Captive Screw Connectors: 3.5 mm 2 pole, blue with tail, Qty 10",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 100-454-01 - Captive Screw Connectors: 3.5 mm 2 pole,100-454-01,Cables & Connectivity,"Connectors, Adapters & Dongles",2400.0,28.74,Not Specified,"Captive Screw Connectors: 3.5 mm 2 pole, orange with tail, Qty 10","Captive Screw Connectors: 3.5 mm 2 pole, orange with tail, Qty 10",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 100-459-01 - Captive Screw Connectors: 3.5 mm 3 pole,100-459-01,Cables & Connectivity,"Connectors, Adapters & Dongles",2400.0,28.74,Not Specified,"Captive Screw Connectors: 3.5 mm 3 pole, blue, no tail, Qty 10","Captive Screw Connectors: 3.5 mm 3 pole, blue, no tail, Qty 10",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 100-456-01 - Captive Screw Connectors: 3.5 mm 3 pole,100-456-01,Cables & Connectivity,"Connectors, Adapters & Dongles",2400.0,28.74,Not Specified,"Captive Screw Connectors: 3.5 mm 3 pole, blue with tail, Qty 10","Captive Screw Connectors: 3.5 mm 3 pole, blue with tail, Qty 10",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 101-006-01 - Captive Screw Connectors: 3.5 mm 4 pole,101-006-01,Cables & Connectivity,"Connectors, Adapters & Dongles",3120.0,37.37,Not Specified,"Captive Screw Connectors: 3.5 mm 4 pole, blue, no tail, Qty 10","Captive Screw Connectors: 3.5 mm 4 pole, blue, no tail, Qty 10",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 100-460-01 - Captive Screw Connectors: 3.5 mm 5 pole,100-460-01,Cables & Connectivity,"Connectors, Adapters & Dongles",3120.0,37.37,Not Specified,"Captive Screw Connectors: 3.5 mm 5 pole, blue, no tail, Qty 10","Captive Screw Connectors: 3.5 mm 5 pole, blue, no tail, Qty 10",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 100-457-01 - Captive Screw Connectors: 3.5 mm 5 pole,100-457-01,Cables & Connectivity,"Connectors, Adapters & Dongles",2400.0,28.74,Not Specified,"Captive Screw Connectors: 3.5 mm 5 pole, blue with tail, Qty 10","Captive Screw Connectors: 3.5 mm 5 pole, blue with tail, Qty 10",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 101-007-01 - Captive Screw Connectors: 3.5 mm 6 pole,101-007-01,Cables & Connectivity,"Connectors, Adapters & Dongles",3120.0,37.37,Not Specified,"Captive Screw Connectors: 3.5 mm 6 pole, blue, no tail, Qty 10","Captive Screw Connectors: 3.5 mm 6 pole, blue, no tail, Qty 10",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 100-463-01 - Captive Screw Connectors: 5.0 mm 2 pole,100-463-01,Cables & Connectivity,"Connectors, Adapters & Dongles",3120.0,37.37,Not Specified,"Captive Screw Connectors: 5.0 mm 2 pole, green, screw lock, Qty 10","Captive Screw Connectors: 5.0 mm 2 pole, green, screw lock, Qty 10",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 100-462-01 - Captive Screw Connectors: 5.0 mm 4 pole,100-462-01,Cables & Connectivity,"Connectors, Adapters & Dongles",3120.0,37.37,Not Specified,"Captive Screw Connectors: 5.0 mm 4 pole, black, no tail, Qty 10","Captive Screw Connectors: 5.0 mm 4 pole, black, no tail, Qty 10",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 100-464-01 - Captive Screw Connectors: 5.0 mm 4 pole,100-464-01,Cables & Connectivity,"Connectors, Adapters & Dongles",3120.0,37.37,Not Specified,"Captive Screw Connectors: 5.0 mm 4 pole, green, screw lock, Qty 10","Captive Screw Connectors: 5.0 mm 4 pole, green, screw lock, Qty 10",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 26-571-06 - Mini Stereo Audio Cable: 3.5 mm Stereo Mini Male to Male - 12' (3.6 m),26-571-06,Cables & Connectivity,AV Cable,720.0,8.62,Not Specified,Mini Stereo Audio Cable: 3.5 mm Stereo Mini Male to Male - 12' (3.6 m),Mini Stereo Audio Cable: 3.5 mm Stereo Mini Male to Male - 12' (3.6 m),piece,1,7,18,,False,Extron.csv,100
Extron,Extron 26-571-01 - Mini Stereo Audio Cable: 3.5 mm Stereo Mini Male to Male - 2' (60 cm),26-571-01,Cables & Connectivity,AV Cable,480.0,5.75,Not Specified,Mini Stereo Audio Cable: 3.5 mm Stereo Mini Male to Male - 2' (60 cm),Mini Stereo Audio Cable: 3.5 mm Stereo Mini Male to Male - 2' (60 cm),piece,1,7,18,,False,Extron.csv,100
Extron,Extron 26-571-07 - Mini Stereo Audio Cable: 3.5 mm Stereo Mini Male to Male - 25' (7.6 m),26-571-07,Cables & Connectivity,AV Cable,960.0,11.5,Not Specified,Mini Stereo Audio Cable: 3.5 mm Stereo Mini Male to Male - 25' (7.6 m),Mini Stereo Audio Cable: 3.5 mm Stereo Mini Male to Male - 25' (7.6 m),piece,1,7,18,,False,Extron.csv,100
Extron,Extron 26-571-03 - Mini Stereo Audio Cable: 3.5 mm Stereo Mini Male to Male - 6' (1.8 m),26-571-03,Cables & Connectivity,AV Cable,600.0,7.19,Not Specified,Mini Stereo Audio Cable: 3.5 mm Stereo Mini Male to Male - 6' (1.8 m),Mini Stereo Audio Cable: 3.5 mm Stereo Mini Male to Male - 6' (1.8 m),piece,1,7,18,,False,Extron.csv,100
Extron,Extron 26-641-06 - Audio Cable: Two RCA Male to Male Molded,26-641-06,Cables & Connectivity,AV Cable,840.0,10.06,Not Specified,"Audio Cable: Two RCA Male to Male Molded, Nickel Plated - 6' (1.8 m)","Audio Cable: Two RCA Male to Male Molded, Nickel Plated - 6' (1.8 m)",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 60-593-02 - Low-Profile AAP Mounting Frame - Black,60-593-02,Infrastructure,Mounting Hardware,4680.0,56.05,Not Specified,Low-Profile AAP Mounting Frame - Black,Low-Profile AAP Mounting Frame - Black,piece,1,7,18,,False,Extron.csv,100
Extron,Extron 60-593-03 - Low-Profile AAP Mounting Frame - White,60-593-03,Infrastructure,Mounting Hardware,4680.0,56.05,Not Specified,Low-Profile AAP Mounting Frame - White,Low-Profile AAP Mounting Frame - White,piece,1,7,18,,False,Extron.csv,100
Extron,Extron 60-300-02 - Two-Gang AAP Mounting Frame - Black,60-300-02,Infrastructure,Mounting Hardware,8160.0,97.72,Not Specified,Two-Gang AAP Mounting Frame - Black,Two-Gang AAP Mounting Frame - Black,piece,1,7,18,,False,Extron.csv,100
Extron,Extron 60-300-03 - Two-Gang AAP Mounting Frame - White,60-300-03,Infrastructure,Mounting Hardware,8160.0,97.72,Not Specified,Two-Gang AAP Mounting Frame - White,Two-Gang AAP Mounting Frame - White,piece,1,7,18,,False,Extron.csv,100
Extron,Extron 60-301-40 - Two-Gang AAP Mounting Frame for Floor Boxes - Black,60-301-40,Infrastructure,Mounting Hardware,8160.0,97.72,Not Specified,Two-Gang AAP Mounting Frame for Floor Boxes - Black,Two-Gang AAP Mounting Frame for Floor Boxes - Black,piece,1,7,18,,False,Extron.csv,100
Extron,Extron 60-533-02 - AAP Mounting Frame for MK Boxes - Black,60-533-02,Infrastructure,Mounting Hardware,8160.0,97.72,Not Specified,AAP Mounting Frame for MK Boxes - Black,AAP Mounting Frame for MK Boxes - Black,piece,1,7,18,,False,Extron.csv,100
Extron,Extron 60-533-03 - AAP Mounting Frame for MK Boxes - White,60-533-03,Infrastructure,Mounting Hardware,8160.0,97.72,Not Specified,AAP Mounting Frame for MK Boxes - White,AAP Mounting Frame for MK Boxes - White,piece,1,7,18,,False,Extron.csv,100
Extron,Extron 70-727-02 - AAP Mounting Frame for Ackermann UK Floor Boxes - Black,70-727-02,Infrastructure,Mounting Hardware,5280.0,63.23,Not Specified,AAP Mounting Frame for Ackermann UK Floor Boxes - Black,AAP Mounting Frame for Ackermann UK Floor Boxes - Black,piece,1,7,18,,False,Extron.csv,100
Extron,Extron 60-301-02 - Four-Gang AAP Mounting Frame - Black,60-301-02,Infrastructure,Mounting Hardware,10440.0,125.03,Not Specified,Four-Gang AAP Mounting Frame - Black,Four-Gang AAP Mounting Frame - Black,piece,1,7,18,,False,Extron.csv,100
Extron,Extron 60-301-03 - Four-Gang AAP Mounting Frame - White,60-301-03,Infrastructure,Mounting Hardware,10440.0,125.03,Not Specified,Four-Gang AAP Mounting Frame - White,Four-Gang AAP Mounting Frame - White,piece,1,7,18,,False,Extron.csv,100
Extron,Extron 60-531-02 - Six-Gang AAP Mounting Frame - Black,60-531-02,Infrastructure,Mounting Hardware,13440.0,160.96,Not Specified,Six-Gang AAP Mounting Frame - Black,Six-Gang AAP Mounting Frame - Black,piece,1,7,18,,False,Extron.csv,100
Extron,Extron 60-302-02 - Half Rack Width,60-302-02,Infrastructure,Mounting Hardware,8160.0,97.72,Not Specified,"Half Rack Width, 1U AAP Mounting Frame - Black","Half Rack Width, 1U AAP Mounting Frame - Black",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 60-632-02 - Full Rack Width,60-632-02,Infrastructure,Mounting Hardware,13440.0,160.96,Not Specified,"Full Rack Width, 1U AAP Mounting Frame - Black","Full Rack Width, 1U AAP Mounting Frame - Black",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 60-633-02 - Full Rack Width,60-633-02,Infrastructure,Mounting Hardware,18480.0,221.32,Not Specified,"Full Rack Width, 2U AAP Mounting Frame - Black","Full Rack Width, 2U AAP Mounting Frame - Black",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 70-1069-03 - Three-Gang Mounting Frame for Decorator-Style Modules and AAP Modules,70-1069-03,Infrastructure,Mounting Hardware,9600.0,114.97,Not Specified,Three-Gang Mounting Frame for Decorator-Style Modules and AAP Modules,Three-Gang Mounting Frame for Decorator-Style Modules and AAP Modules,piece,1,7,18,,False,Extron.csv,100
Extron,Extron 70-1070-03 - Four-Gang Mounting Frame for Decorator-Style Modules and AAP - Architectural Adapter Plates,70-1070-03,Infrastructure,Mounting Hardware,11160.0,133.65,Not Specified,Four-Gang Mounting Frame for Decorator-Style Modules and AAP - Architectural Adapter Plates,Four-Gang Mounting Frame for Decorator-Style Modules and AAP - Architectural Adapter Plates,piece,1,7,18,,False,Extron.csv,100
Extron,Extron 70-1076-02 - AAP â Double Space â Black: One HDMI,70-1076-02,Cables & Connectivity,Wall & Table Plate Module,11160.0,133.65,Not Specified,"AAP â Double Space â Black: One HDMI, VGA, PC Audio, and USB 2 Type-A","AAP â Double Space â Black: One HDMI, VGA, PC Audio, and USB 2 Type-A",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 70-1076-03 - AAP â Double Space â White: One HDMI,70-1076-03,Cables & Connectivity,Wall & Table Plate Module,11160.0,133.65,Not Specified,"AAP â Double Space â White: One HDMI, VGA, PC Audio, and USB 2 Type-A","AAP â Double Space â White: One HDMI, VGA, PC Audio, and USB 2 Type-A",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 70-1238-02 - AAP â Double Space â Black: One HDMI,70-1238-02,Cables & Connectivity,Wall & Table Plate Module,11160.0,133.65,Not Specified,"AAP â Double Space â Black: One HDMI, VGA, PC Audio, and USB 3 Type-A","AAP â Double Space â Black: One HDMI, VGA, PC Audio, and USB 3 Type-A",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 70-1076-12 - AAP - Double Space - Black: One HDMI,70-1076-12,Displays,Professional Display,11160.0,133.65,Not Specified,"AAP - Double Space - Black: One HDMI, DisplayPort, Stereo Audio, and USB 2 Type-A","AAP - Double Space - Black: One HDMI, DisplayPort, Stereo Audio, and USB 2 Type-A",piece,1,14,18,,False,Extron.csv,100
Extron,Extron 70-1076-32 - AAP - Double Space - Black: Two HDMI,70-1076-32,Cables & Connectivity,Wall & Table Plate Module,11160.0,133.65,Not Specified,"AAP - Double Space - Black: Two HDMI, One VGA, and One Stereo Audio","AAP - Double Space - Black: Two HDMI, One VGA, and One Stereo Audio",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 70-1076-62 - AAP - Double Space - Black: One HDMI,70-1076-62,Cables & Connectivity,Wall & Table Plate Module,11160.0,133.65,Not Specified,"AAP - Double Space - Black: One HDMI, One VGA, One Audio, and One Network","AAP - Double Space - Black: One HDMI, One VGA, One Audio, and One Network",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 70-1076-72 - AAP - Double Space - Black: One HDMI,70-1076-72,Cables & Connectivity,Wall & Table Plate Module,15360.0,183.95,Not Specified,"AAP - Double Space - Black: One HDMI, USB 2 Type-A, USB-C, and Network","AAP - Double Space - Black: One HDMI, USB 2 Type-A, USB-C, and Network",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 70-1238-72 - AAP - Double Space - Black: One HDMI,70-1238-72,Cables & Connectivity,Wall & Table Plate Module,15360.0,183.95,Not Specified,"AAP - Double Space - Black: One HDMI, USB 3 Type-A to Type-B, USB-C, and Network","AAP - Double Space - Black: One HDMI, USB 3 Type-A to Type-B, USB-C, and Network",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 60-1385-04 - AC Module,60-1385-04,General AV,Needs Classification,22320.0,267.31,Not Specified,"AC Module, Australia","AC Module, Australia",piece,1,14,18,,True,Extron.csv,70
Extron,Extron 60-1385-13 - AC Module,60-1385-13,General AV,Needs Classification,22320.0,267.31,Not Specified,"AC Module, Brazil","AC Module, Brazil",piece,1,14,18,,True,Extron.csv,70
Extron,Extron 60-1385-11 - AC Module,60-1385-11,General AV,Needs Classification,22320.0,267.31,Not Specified,"AC Module, China","AC Module, China",piece,1,14,18,,True,Extron.csv,70
Extron,Extron 60-1385-03 - AC Module,60-1385-03,General AV,Needs Classification,22320.0,267.31,Not Specified,"AC Module, Central Europe","AC Module, Central Europe",piece,1,14,18,,True,Extron.csv,70
Extron,Extron 60-1385-06 - AC Module,60-1385-06,General AV,Needs Classification,22320.0,267.31,Not Specified,"AC Module, France","AC Module, France",piece,1,14,18,,True,Extron.csv,70
Extron,Extron 60-1385-07 - AC Module,60-1385-07,General AV,Needs Classification,22320.0,267.31,Not Specified,"AC Module, Italy","AC Module, Italy",piece,1,14,18,,True,Extron.csv,70
Extron,Extron 60-1385-12 - AC Module,60-1385-12,General AV,Needs Classification,15360.0,183.95,Not Specified,"AC Module, Japan","AC Module, Japan",piece,1,14,18,,True,Extron.csv,70
Extron,Extron 60-1385-10 - AC Module,60-1385-10,General AV,Needs Classification,22320.0,267.31,Not Specified,"AC Module, Multi-Region","AC Module, Multi-Region",piece,1,14,18,,True,Extron.csv,70
Extron,Extron 60-1385-05 - AC Module,60-1385-05,General AV,Needs Classification,22320.0,267.31,Not Specified,"AC Module, Switzerland","AC Module, Switzerland",piece,1,14,18,,True,Extron.csv,70
Extron,Extron 60-1385-02 - AC Module,60-1385-02,General AV,Needs Classification,22320.0,267.31,Not Specified,"AC Module, UK","AC Module, UK",piece,1,14,18,,True,Extron.csv,70
Extron,Extron 60-1889-20 - 2 US AC Outlets,60-1889-20,General AV,Needs Classification,26160.0,313.29,Not Specified,"2 US AC Outlets, 12 A Circuit Breaker, and 6â (1.83 m) Conduit","2 US AC Outlets, 12 A Circuit Breaker, and 6â (1.83 m) Conduit",piece,1,14,18,,True,Extron.csv,70
Extron,Extron 60-1939-02 - Double Space MAAP - Black: AC Power Module,60-1939-02,Cables & Connectivity,Wall & Table Plate Module,12480.0,149.46,Not Specified,"Double Space MAAP - Black: AC Power Module, US Style","Double Space MAAP - Black: AC Power Module, US Style",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 60-1934-02 - One US Unswitched AC Outlet,60-1934-02,Cables & Connectivity,Wall & Table Plate Module,14040.0,168.14,Not Specified,"One US Unswitched AC Outlet, One Configurable Phone or Network Connection Point, Includes RJ-11 / 45 Jacks - Double Space AAP - Black","One US Unswitched AC Outlet, One Configurable Phone or Network Connection Point, Includes RJ-11 / 45 Jacks - Double Space AAP - Black",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 70-568-02 - One EU Unswitched AC Outlet,70-568-02,Cables & Connectivity,Wall & Table Plate Module,19080.0,228.5,Not Specified,"One EU Unswitched AC Outlet, One Configurable Phone or Network Connection Point, Includes RJ-11 / 45 Jacks - Triple Space AAP - Black","One EU Unswitched AC Outlet, One Configurable Phone or Network Connection Point, Includes RJ-11 / 45 Jacks - Triple Space AAP - Black",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 70-658-02 - One Multi-Region Unswitched AC Outlet,70-658-02,Cables & Connectivity,Wall & Table Plate Module,19080.0,228.5,Not Specified,"One Multi-Region Unswitched AC Outlet, One Configurable Phone or Network Connection Point, Includes RJ-11 / 45 Jacks - Triple Space AAP - Black","One Multi-Region Unswitched AC Outlet, One Configurable Phone or Network Connection Point, Includes RJ-11 / 45 Jacks - Triple Space AAP - Black",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 60-1935-02 - Double Space AAP - US Unswitched AC Outlet,60-1935-02,Cables & Connectivity,Wall & Table Plate Module,14040.0,168.14,Not Specified,"Double Space AAP - US Unswitched AC Outlet, USB 2.0 Type-A Female on Pigtail; Black","Double Space AAP - US Unswitched AC Outlet, USB 2.0 Type-A Female on Pigtail; Black",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 60-1940-02 - Double Space AAP â US Unswitched AC Outlet,60-1940-02,Cables & Connectivity,Wall & Table Plate Module,15360.0,183.95,Not Specified,"Double Space AAP â US Unswitched AC Outlet, USB 3.2 Type-A Female to USB Type-B Female on Pigtail; Black","Double Space AAP â US Unswitched AC Outlet, USB 3.2 Type-A Female to USB Type-B Female on Pigtail; Black",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 60-1384-04 - AC+USB Module,60-1384-04,General AV,Needs Classification,29280.0,350.66,Not Specified,"AC+USB Module, Australia","AC+USB Module, Australia",piece,1,14,18,,True,Extron.csv,70
Extron,Extron 60-1384-11 - AC+USB Module,60-1384-11,General AV,Needs Classification,29280.0,350.66,Not Specified,"AC+USB Module, China","AC+USB Module, China",piece,1,14,18,,True,Extron.csv,70
Extron,Extron 60-1384-09 - AC+USB Module,60-1384-09,General AV,Needs Classification,29280.0,350.66,Not Specified,"AC+USB Module, Denmark","AC+USB Module, Denmark",piece,1,14,18,,True,Extron.csv,70
Extron,Extron 60-1384-03 - AC+USB Module,60-1384-03,General AV,Needs Classification,29280.0,350.66,Not Specified,"AC+USB Module, Central Europe","AC+USB Module, Central Europe",piece,1,14,18,,True,Extron.csv,70
Extron,Extron 60-1384-06 - AC+USB Module,60-1384-06,General AV,Needs Classification,29280.0,350.66,Not Specified,"AC+USB Module, France","AC+USB Module, France",piece,1,14,18,,True,Extron.csv,70
Extron,Extron 60-1384-07 - AC+USB Module,60-1384-07,General AV,Needs Classification,29280.0,350.66,Not Specified,"AC+USB Module, Italy","AC+USB Module, Italy",piece,1,14,18,,True,Extron.csv,70
Extron,Extron 60-1384-10 - AC+USB Module,60-1384-10,General AV,Needs Classification,29280.0,350.66,Not Specified,"AC+USB Module, Multi-Region","AC+USB Module, Multi-Region",piece,1,14,18,,True,Extron.csv,70
Extron,Extron 60-1384-05 - AC+USB Module,60-1384-05,General AV,Needs Classification,29280.0,350.66,Not Specified,"AC+USB Module, Switzerland","AC+USB Module, Switzerland",piece,1,14,18,,True,Extron.csv,70
Extron,Extron 60-1384-02 - AC+USB Module,60-1384-02,General AV,Needs Classification,29280.0,350.66,Not Specified,"AC+USB Module, UK","AC+USB Module, UK",piece,1,14,18,,True,Extron.csv,70
Extron,Extron 60-1890-20 - US (2) AC & (2) USBA Outlets,60-1890-20,General AV,Needs Classification,40800.0,488.62,Not Specified,"US (2) AC & (2) USBA Outlets, 12 A Circuit Breaker, Integrated PS, 6' (1.83 m) Conduit","US (2) AC & (2) USBA Outlets, 12 A Circuit Breaker, Integrated PS, 6' (1.83 m) Conduit",piece,1,14,18,,True,Extron.csv,70
Extron,Extron 60-1890-01 - US (2) AC & (2) USBA Outlets,60-1890-01,General AV,Needs Classification,34440.0,412.46,Not Specified,"US (2) AC & (2) USBA Outlets, 12 A Circuit Breaker, Integrated PS, 2 Outlets Under","US (2) AC & (2) USBA Outlets, 12 A Circuit Breaker, Integrated PS, 2 Outlets Under",piece,1,14,18,,True,Extron.csv,70
Extron,Extron 60-1782-04 - Australia (1) AC,60-1782-04,Cables & Connectivity,AV Cable,37560.0,449.82,Not Specified,"Australia (1) AC, (1) USB-C, & (1) USB-A Outlets","Australia (1) AC, (1) USB-C, & (1) USB-A Outlets",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 60-1782-03 - AC+USB-C+USB-A,60-1782-03,Cables & Connectivity,AV Cable,35040.0,419.64,Not Specified,"AC+USB-C+USB-A, EU","AC+USB-C+USB-A, EU",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 60-1782-06 - AC+USB-C+USB-A,60-1782-06,Cables & Connectivity,AV Cable,35040.0,419.64,Not Specified,"AC+USB-C+USB-A, FR","AC+USB-C+USB-A, FR",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 60-1782-10 - AC+USB-C+USB-A,60-1782-10,Cables & Connectivity,AV Cable,35040.0,419.64,Not Specified,"AC+USB-C+USB-A, MULTI","AC+USB-C+USB-A, MULTI",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 60-1782-02 - AC+USB-C+USB-A,60-1782-02,Cables & Connectivity,AV Cable,35040.0,419.64,Not Specified,"AC+USB-C+USB-A, UK","AC+USB-C+USB-A, UK",piece,1,7,18,,False,Extron.csv,100
Extron,Extron 60-1891-20 - US (2) AC & (1) USBA,60-1891-20,General AV,Needs Classification,44520.0,533.17,Not Specified,"US (2) AC & (1) USBA, (1) USBC Outlets, 12 A Circuit Breaker, Integrated PS, 6' (1.83 m) Conduit","US (2) AC & (1) USBA, (1) USBC Outlets, 12 A Circuit Breaker, Integrated PS, 6' (1.83 m) Conduit",piece,1,14,18,,True,Extron.csv,70
